"Country or Area","SNA93 Table Code","Sub Group","Item","SNA93 Item Code","Year","Series","Currency","SNA System","Value","Value Footnotes"
"Trinidad and Tobago","2.1","Industries","Financial intermediation; real estate, renting and business activities","J+K","2007","100","Trinidad and Tobago dollar              ","1993","15561800000",""
"Trinidad and Tobago","2.1","Industries","Public administration and defence; compulsory social security","L","2007","100","Trinidad and Tobago dollar              ","1993","9038300000",""
"Trinidad and Tobago","2.1","Industries","Education; health and social work; other community, social and personal services","M+N+O","2007","100","Trinidad and Tobago dollar              ","1993","4462800000",""
"Trinidad and Tobago","2.1","Industries","Education","M","2007","100","Trinidad and Tobago dollar              ","1993","3015400000","129"
"Trinidad and Tobago","2.1","Industries","Other community, social and personal services","O","2007","100","Trinidad and Tobago dollar              ","1993","1447400000","130"
"Trinidad and Tobago","2.1","Industries","Equals: VALUE ADDED, GROSS, in basic prices","B.1g","2007","100","Trinidad and Tobago dollar              ","1993","136295000000",""
"Trinidad and Tobago","2.1","Industries","Less: Financial intermediation services indirectly measured (FISIM)","P.119","2007","100","Trinidad and Tobago dollar              ","1993","4677800000",""
"Trinidad and Tobago","2.1","Industries","Plus: Taxes less Subsidies on products","D.21-D.31","2007","100","Trinidad and Tobago dollar              ","1993","5335300000","128"
"Trinidad and Tobago","2.1","Industries","Equals: GROSS DOMESTIC PRODUCT","B.1*g","2007","100","Trinidad and Tobago dollar              ","1993","136953000000",""
"Trinidad and Tobago","2.1","Industries","Agriculture, hunting, forestry; fishing","A+B","2008","100","Trinidad and Tobago dollar              ","1993","563400000",""
"Trinidad and Tobago","2.1","Industries","Mining and quarrying","C","2008","100","Trinidad and Tobago dollar              ","1993","72051900000","116"
"Trinidad and Tobago","2.1","Industries","Manufacturing","D","2008","100","Trinidad and Tobago dollar              ","1993","32161000000",""
"Trinidad and Tobago","2.1","Industries","Electricity, gas and water supply","E","2008","100","Trinidad and Tobago dollar              ","1993","1526300000",""
"Trinidad and Tobago","2.1","Industries","Wholesale, retail trade, repair of motor vehicles, motorcycles and personal and households goods; hotels and restaurants","G+H","2008","100","Trinidad and Tobago dollar              ","1993","28023000000",""
"Trinidad and Tobago","2.1","Industries","Transport, storage and communications","I","2008","100","Trinidad and Tobago dollar              ","1993","6983400000",""
"Trinidad and Tobago","2.1","Industries","Financial intermediation; real estate, renting and business activities","J+K","2008","100","Trinidad and Tobago dollar              ","1993","15681300000",""
"Trinidad and Tobago","2.1","Industries","Public administration and defence; compulsory social security","L","2008","100","Trinidad and Tobago dollar              ","1993","12495100000",""
"Trinidad and Tobago","2.1","Industries","Education; health and social work; other community, social and personal services","M+N+O","2008","100","Trinidad and Tobago dollar              ","1993","4959500000",""
"Trinidad and Tobago","2.1","Industries","Education","M","2008","100","Trinidad and Tobago dollar              ","1993","3478900000","129"
"Trinidad and Tobago","2.1","Industries","Other community, social and personal services","O","2008","100","Trinidad and Tobago dollar              ","1993","1480600000","130"
"Trinidad and Tobago","2.1","Industries","Equals: VALUE ADDED, GROSS, in basic prices","B.1g","2008","100","Trinidad and Tobago dollar              ","1993","174445000000",""
"Trinidad and Tobago","2.1","Industries","Less: Financial intermediation services indirectly measured (FISIM)","P.119","2008","100","Trinidad and Tobago dollar              ","1993","5090700000",""
"Trinidad and Tobago","2.1","Industries","Plus: Taxes less Subsidies on products","D.21-D.31","2008","100","Trinidad and Tobago dollar              ","1993","5933000000","128"
"Trinidad and Tobago","2.1","Industries","Equals: GROSS DOMESTIC PRODUCT","B.1*g","2008","100","Trinidad and Tobago dollar              ","1993","175287000000",""
"Trinidad and Tobago","2.1","Industries","Agriculture, hunting, forestry; fishing","A+B","2009","100","Trinidad and Tobago dollar              ","1993","545200000",""
"Trinidad and Tobago","2.1","Industries","Mining and quarrying","C","2009","100","Trinidad and Tobago dollar              ","1993","39813200000","116"
"Trinidad and Tobago","2.1","Industries","Manufacturing","D","2009","100","Trinidad and Tobago dollar              ","1993","20740200000",""
"Trinidad and Tobago","2.1","Industries","Electricity, gas and water supply","E","2009","100","Trinidad and Tobago dollar              ","1993","1777900000",""
"Trinidad and Tobago","2.1","Industries","Wholesale, retail trade, repair of motor vehicles, motorcycles and personal and households goods; hotels and restaurants","G+H","2009","100","Trinidad and Tobago dollar              ","1993","20722000000",""
"Trinidad and Tobago","2.1","Industries","Transport, storage and communications","I","2009","100","Trinidad and Tobago dollar              ","1993","7194600000",""
"Trinidad and Tobago","2.1","Industries","Financial intermediation; real estate, renting and business activities","J+K","2009","100","Trinidad and Tobago dollar              ","1993","14453800000",""
"Trinidad and Tobago","2.1","Industries","Public administration and defence; compulsory social security","L","2009","100","Trinidad and Tobago dollar              ","1993","11167900000",""
"Trinidad and Tobago","2.1","Industries","Education; health and social work; other community, social and personal services","M+N+O","2009","100","Trinidad and Tobago dollar              ","1993","5178800000",""
"Trinidad and Tobago","2.1","Industries","Education","M","2009","100","Trinidad and Tobago dollar              ","1993","3544500000","129"
"Trinidad and Tobago","2.1","Industries","Other community, social and personal services","O","2009","100","Trinidad and Tobago dollar              ","1993","1634300000","130"
"Trinidad and Tobago","2.1","Industries","Equals: VALUE ADDED, GROSS, in basic prices","B.1g","2009","100","Trinidad and Tobago dollar              ","1993","121594000000",""
"Trinidad and Tobago","2.1","Industries","Less: Financial intermediation services indirectly measured (FISIM)","P.119","2009","100","Trinidad and Tobago dollar              ","1993","5459600000",""
"Trinidad and Tobago","2.1","Industries","Plus: Taxes less Subsidies on products","D.21-D.31","2009","100","Trinidad and Tobago dollar              ","1993","5147300000","128"
"Trinidad and Tobago","2.1","Industries","Equals: GROSS DOMESTIC PRODUCT","B.1*g","2009","100","Trinidad and Tobago dollar              ","1993","121281000000",""
"Trinidad and Tobago","2.1","Industries","Agriculture, hunting, forestry; fishing","A+B","2010","100","Trinidad and Tobago dollar              ","1993","563000000",""
"Trinidad and Tobago","2.1","Industries","Agriculture, hunting, forestry","A","2010","100","Trinidad and Tobago dollar              ","1993","498000000",""
"Trinidad and Tobago","2.1","Industries","Agriculture, hunting and related service activities","01","2010","100","Trinidad and Tobago dollar              ","1993","412000000",""
"Trinidad and Tobago","2.1","Industries","Forestry, logging and related service activities","02","2010","100","Trinidad and Tobago dollar              ","1993","86000000",""
"Trinidad and Tobago","2.1","Industries","Fishing","B","2010","100","Trinidad and Tobago dollar              ","1993","65000000",""
"Trinidad and Tobago","2.1","Industries","Mining and quarrying","C","2010","100","Trinidad and Tobago dollar              ","1993","33370000000",""
"Trinidad and Tobago","2.1","Industries","Manufacturing","D","2010","100","Trinidad and Tobago dollar              ","1993","27662500000","131"
"Trinidad and Tobago","2.1","Industries","Electricity, gas and water supply","E","2010","100","Trinidad and Tobago dollar              ","1993","1809700000",""
"Trinidad and Tobago","2.1","Industries","Construction","F","2010","100","Trinidad and Tobago dollar              ","1993","9410500000","108"
"Trinidad and Tobago","2.1","Industries","Wholesale, retail trade, repair of motor vehicles, motorcycles and personal and households goods; hotels and restaurants","G+H","2010","100","Trinidad and Tobago dollar              ","1993","29371390000",""
"Trinidad and Tobago","2.1","Industries","Wholesale, retail trade, repair of motor vehicles, motorcycles and personal and household goods","G","2010","100","Trinidad and Tobago dollar              ","1993","28223220000","132"
"Trinidad and Tobago","2.1","Industries","Hotels and restaurants","H","2010","100","Trinidad and Tobago dollar              ","1993","1148170000",""
"Trinidad and Tobago","2.1","Industries","Transport, storage and communications","I","2010","100","Trinidad and Tobago dollar              ","1993","7988300000",""
"Trinidad and Tobago","2.1","Industries","Land transport; transport via pipelines, water transport; air transport; Supporting and auxiliary transport activities; activities of travel agencies","60-63","2010","100","Trinidad and Tobago dollar              ","1993","4946600000",""
"Trinidad and Tobago","2.1","Industries","Post and telecommunications","64","2010","100","Trinidad and Tobago dollar              ","1993","3041700000",""
"Trinidad and Tobago","2.1","Industries","Financial intermediation; real estate, renting and business activities","J+K","2010","100","Trinidad and Tobago dollar              ","1993","14812500000",""
"Trinidad and Tobago","2.1","Industries","Financial intermediation","J","2010","100","Trinidad and Tobago dollar              ","1993","8098000000",""
"Trinidad and Tobago","2.1","Industries","Real estate, renting and business activities","K","2010","100","Trinidad and Tobago dollar              ","1993","6714500000",""
"Trinidad and Tobago","2.1","Industries","Public administration and defence; compulsory social security","L","2010","100","Trinidad and Tobago dollar              ","1993","10423900000",""
"Trinidad and Tobago","2.1","Industries","Education; health and social work; other community, social and personal services","M+N+O","2010","100","Trinidad and Tobago dollar              ","1993","5414000000",""
"Trinidad and Tobago","2.1","Industries","Education","M","2010","100","Trinidad and Tobago dollar              ","1993","3772000000","129"
